"Id","Año","Mes","Fuente","Job Title","Description","Qualifications","Organization Name","EI","F","TE","OI","MC","P","EM"
"especialista de compras por encargo de nuestro cliente empresa del rubro de consumo masivo nos encontramos en búsqueda del mejor talento para cubrir la posición de especialista de compras misión estructurar controlar y reportar a la organización los ahorros contables y normalizados conseguidos por los equipos responsables de la compra de insumos según lineamientos metodología y políticas e la empresa funciones estructurar la información a gestionar por los diferentes compradores de acuerdo a la metodología de la empresa proponer y dar soporte en el proceso de definición de objetivos para las diferentes categorías de compra de materiales y servicios controlar y reportar los avances de los indicadores y cumplimiento de metas validar los modelos de normalización estructuras de costos e índices utilizados propuestos por los distintos compradores organizar talleres con equipos multifuncionales para la generación y decisión de implementación de ideas de ahorro liderar la comunicación con el área de finanzas para el proceso de presupuesto de compras y proyecto mensual de precios y ahorros proponer e implementar mejoras en los sistemas de gestión utilizados sap y ariba titulado en ingeniería industrial economía administración de empresas o carreras afines experiencia mínima de 2 años en gestión de proyectos experiencia en metodología pmi deseable experiencia en empresas de consumo masivo deseable nivel de inglés avanzado office avanzado sap conocimientos específicos lectura de estructura de costos y evaluación económica de proyectos",2015,5,"symplicity","Especialista de Compras","Por encargo de nuestro cliente, empresa del rubro de Consumo Masivo, nos encontramos en búsqueda del mejor talento para cubrir la posición de: Especialista de Compras 

Misión:
Estructurar, controlar y reportar a la organización los ahorros contables y normalizados conseguidos por los equipos responsables de la compra de insumos según lineamientos, metodología y políticas e la empresa.

Funciones:
Estructurar la información a gestionar por los diferentes compradores de acuerdo a la metodología de la empresa.

Proponer y dar soporte en el proceso de definición de objetivos para las diferentes categorías de compra de materiales y servicios

Controlar y reportar los avances de los indicadores y cumplimiento de metas

Validar los modelos de normalización estructuras de costos e índices utilizados propuestos por los distintos compradores

Organizar talleres con equipos multifuncionales para la generación y decisión de implementación de ideas de ahorro.

Liderar la comunicación con el área de Finanzas para el proceso de presupuesto de compras y proyecto mensual de precios y ahorros

Proponer e implementar mejoras en los sistemas de gestión utilizados (SAP Y ARIBA)","Titulado en Ingeniería Industrial, Economía, Administración de Empresas o carreras afines
Experiencia mínima de 2 años en gestión de proyectos.
Experiencia en Metodología PMI (Deseable)
Experiencia en empresas de consumo masivo (Deseable)
Nivel de Inglés Avanzado 
Office Avanzado, SAP.

Conocimientos específicos:
Lectura de estructura de costos y evaluación económica de proyectos.","Marimat Selecta SAC - Consultora de Recursos Humanos (20544839374)",,"x",,,,"X",
"jefe de finanzas y control empresa de servicios el cargo reporta a la gerencia general siendo responsable del manejo de los recursos financieros de la compañía y del cumplimiento oportuno de las obligaciones vigentes administración del flujo de caja flujo de deuda créditos y cobranza control presupuestal control de costos le compete la elaboración seguimiento y control del presupuesto anual de la empresa siendo de su competencia el análisis financiero estados de pérdidas y ganancias la presentación de gastos y resultados la consolidación revisión y envío de comentarios mensuales la elaboración del plan financiero trimestral su labor incluye las negociaciones bancarias y el control de presupuesto anual asegurando que los estándares del servicio financiero y de control estén alineados con las políticas de la empresa lugar de trabajo lima conocimientos específicos en planeamiento y control financiero cumplimiento tributario presupuestos control de costos con buen manejo de bancos dominio avanzado del excell tiempo y tipo de experiencia en puesto similar más de tres años en desempeño de puesto similar en el área de finanzas y control de gestión familiarizado con la planificación y el control de operaciones financieras en empresas del sector servicios idioma inglés intermedio avanzado",2016,7,"symplicity","Jefe de Finanzas y Control - Empresa de Servicios","El cargo reporta a la Gerencia General, siendo responsable del manejo de los recursos financieros de la compañía y del cumplimiento oportuno de las obligaciones vigentes (administración del flujo de caja, flujo de deuda, créditos y cobranza, control presupuestal, control de costos). Le compete la elaboración, seguimiento y control del presupuesto anual de la empresa, siendo de su competencia el análisis financiero (estados de pérdidas y ganancias), la presentación de gastos y resultados, la consolidación, revisión y envío de comentarios mensuales, la elaboración del plan financiero trimestral.  Su labor incluye las negociaciones bancarias y el control de presupuesto anual, asegurando que los estándares del servicio financiero y de control estén  alineados con las políticas de la empresa.","Lugar de Trabajo: Lima.

Conocimientos Específicos: En planeamiento y control financiero, Cumplimiento Tributario, Presupuestos, Control de Costos, con buen manejo de bancos. Dominio avanzado del Excell.

Tiempo  y tipo de experiencia en puesto similar: Más de tres años en desempeño de puesto similar en el área de Finanzas y Control de Gestión, familiarizado con la planificación y el control de operaciones financieras en empresas del sector servicios.

Idioma Inglés	Intermedio avanzado.","AMBC Consultoria Empresarial S.A.C (20340986548)",,"x",,,,"X",
"asistente de cobranza enotria s a industria gráfica en su sector está en la búsqueda de un asistente de cobranza quien será responsable de administrar el pago a proveedores cancelación de letras transferencias a terceros atención y contacto con proveedores y clientes internos dentro de las principales funciones que realizará se encuentran 1 emitir reportes y gestionar las cobranzas 2 coordinación y pago a proveedores 3 mantener organizado y actualizado el estado de cuenta de cada cliente 4 elaborar informes para la gerencia del área 5 emitir cheques y cartas de instrucciones para las entidades financieras experiencia indispensable un 01 año de experiencia en procesos de cobranza",2013,3,"symplicity","Asistente de Cobranza","Enotria S.A., industria gráfica en su sector, está en la búsqueda de un Asistente de Cobranza, quien será responsable de administrar el pago a proveedores, cancelación de letras, transferencias a terceros; atención y contacto con proveedores y clientes internos. Dentro de las principales funciones que realizará, se encuentran:
1.- Emitir reportes y gestionar las cobranzas.
2.- Coordinación y pago a proveedores.
3.- Mantener organizado y actualizado el estado de cuenta de cada cliente.
4.- Elaborar informes para la gerencia del área.
5.- Emitir cheques y cartas de instrucciones para las entidades financieras.","Experiencia :  Indispensable un (01) año de experiencia en procesos de cobranza.","Enotria S.A. (20100117526)",,"X",,,,,
"analista tc convencionales segmento consumo diseño y ejecución de acciones comerciales implementación de campañas enfocadas en mejorar los indicadores de uso del portafolio de tarjetas así como elaborar y coordinar el flujo operativo comunicaciones y capacitaciones de las campañas a los canales de atención al cliente coordinando con la red de agencias call center mesa de ayuda servicio de atención al cliente sac y todos los canales de contacto coordinar con marketing la ejecución del plan de medios con el área legal la elaboración de las condiciones de las campañas y con desarrollo de producto para generar las adecuaciones de campañas en las procesadoras y adquirientes apoyar en la elaboración del presupuesto anual de correspondencia marketing subsidio y estados de cuenta así como realizar el seguimiento al presupuesto de gasto de campañas comerciales optimizando los niveles de eficiencia elaborar el brief para la agencia de publicidad con la finalidad de desarrollar el concepto y propuesta creativa de campaña analisis y evaluación actualizar el gasto del presupuesto anual realizando el seguimiento a las acciones comerciales del programa de puntos que estén relacionadas con tarjetas de crédito sugiriendo cambios y mejoras en las mismas evaluar el performance del portafolio de productos a cargo a través del seguimiento a los indicadores de negocio actualizar la información del tablero de gestión presupuestal analizando los gastos asignados al producto coordinar el uso de canales internos para la comunicación y soporte de campañas comerciales elaborar las solicitudes de cambios de tarifa tasa y parámetros funcionales a partir de la evaluación y monitoreo del mercado y la competencia innovación implementar las soluciones brindadas durante las consultorías realizadas por las marcas visa mc proponer en coordinación con alianzas comerciales posibles aliados estratégicos con la finalidad de incrementar la facturación de las tarjetas convencionales y co branding experiencia laboral de 2 años en el área de productos de tarjetas de crédito en el sistema financiero asimismo contar con experiencia de mínimo 2 años en banca personal en el sistema financiero conocimiento avanzado de la dinámica comercial del mercado y de matemática financiera",2016,1,"symplicity","Analista TC Convencionales Segmento Consumo","DISEÑO Y EJECUCIÓN DE ACCIONES COMERCIALES
-Implementación de campañas, enfocadas en mejorar los indicadores de uso del portafolio de tarjetas, así como elaborar y coordinar el flujo operativo, comunicaciones y capacitaciones de las campañas a los canales de atención al cliente, coordinando con la Red de Agencias, Call Center, Mesa de Ayuda, Servicio de Atención al Cliente (SAC) y todos los canales de contacto.
-Coordinar con Marketing  la ejecución del Plan de Medios, con el área legal la elaboración de las condiciones de las campañas y con Desarrollo de Producto para generar las adecuaciones de campañas en las procesadoras y adquirientes
-Apoyar en la elaboración del presupuesto anual de correspondencia, marketing, subsidio y estados de cuenta, así como realizar el seguimiento al presupuesto de gasto de campañas comerciales, optimizando los niveles de eficiencia
-Elaborar el brief para la agencia de publicidad, con la finalidad de desarrollar el concepto y propuesta creativa de campaña.

ANALISIS Y EVALUACIÓN 
-Actualizar el gasto del presupuesto anual, realizando el seguimiento a las acciones comerciales del programa de puntos que estén relacionadas con tarjetas de crédito. Sugiriendo cambios y mejoras en las mismas.
-Evaluar el performance del portafolio de productos a cargo, a través del seguimiento a los indicadores de negocio
-Actualizar la información del tablero de gestión presupuestal, analizando los gastos asignados al producto 
-Coordinar el uso de canales internos para la comunicación y soporte de campañas comerciales
-Elaborar las solicitudes de cambios de tarifa, tasa y parámetros funcionales. A partir de la evaluación y monitoreo del mercado y la competencia

INNOVACIÓN 
-Implementar las soluciones brindadas durante las consultorías realizadas por las marcas (Visa/MC)
-Proponer en coordinación con Alianzas Comerciales,  posibles aliados estratégicos con la finalidad de incrementar la facturación de las tarjetas convencionales y co-branding.","-Experiencia laboral de 2 años  en el área de productos de tarjetas de crédito en el sistema financiero. Asimismo, contar con experiencia de mínimo 2 años en Banca Personal en el sistema financiero.
-Conocimiento avanzado de la dinámica comercial del mercado y de matemática financiera.","Scotiabank SAA (20100043140)",,"x",,,"x","X",
"analista de financiamiento mercados capitales apoyar en el desarrollo una estructura de capital generadora de valor y realizar sugerencias para la política de dividendos en caso se requiera apoyar en la dirección la elaboración del plan financiero apoyar en la negociación y ejecución transacciones financieras principales tales como la estructuración de nuevas deudas para apalancar el crecimiento optimización del costo financiero y reemplazo de la deuda existente apoyar en la gestión e implementación de esquemas de financiamiento que permitan optimizar el apalancamiento financiero ejemplo fideicomisos participar en la definición y descripción de los elementos para realizar el plan financiero proponer el diseño elaboración y actualización del plan financiero de las empresas en los diferentes escenarios del portafolio de inversiones apoyar en el diseño y elaboración la estrategia de financiamiento de mediano y largo plazo apoyar en la estructuración para el financiamiento bancario apoyar en la estructuración para el financiamiento por fideicomiso apoyar en la estructuración para el financiamiento por bonos locales apoyar en la estructuración para el financiamiento por bonos internacional apoyar en las emisiones de bonos locales apoyar en la elaboración de informes para financiamiento de corto plazo actualizar informes de clasificación de riesgos analizar y hacer seguimiento a la gestión de estructuración del financiamiento revisando el wacc de la empresa cumplir con las políticas directivas normas y procedimientos establecidos por la empresa experiencia laboral comprobada de 3 años como mínimo desempeñando labores afines conocimiento o experiencia relacionada a mercado de capitales y actividades bancarias",2013,9,"symplicity","Analista de Financiamiento - Mercados capitales","Apoyar en el desarrollo una estructura de capital generadora de valor y realizar sugerencias para la política de dividendos en caso se requiera.
Apoyar en la dirección la elaboración del plan financiero.
Apoyar en la negociación y ejecución transacciones financieras principales tales como la estructuración de nuevas deudas para apalancar el crecimiento, optimización del costo financiero y reemplazo de la deuda existente.
Apoyar en la gestión e implementación de esquemas de financiamiento que permitan optimizar el apalancamiento financiero (ejemplo: fideicomisos).
Participar en la definición y descripción de los elementos para realizar el plan financiero.
Proponer el diseño, elaboración y actualización del plan financiero de las empresas, en los diferentes escenarios del portafolio de inversiones.
Apoyar en el diseño y elaboración la estrategia de financiamiento de mediano y largo plazo.
Apoyar en la estructuración para el financiamiento bancario.
Apoyar en la estructuración para el financiamiento por fideicomiso.
Apoyar en la estructuración para el financiamiento por Bonos locales.
Apoyar en la estructuración para el financiamiento por Bonos Internacional.
Apoyar en las emisiones de bonos  locales.
Apoyar en la elaboración de informes para financiamiento de corto plazo.
Actualizar informes de clasificación de riesgos.
Analizar y hacer seguimiento a la gestión de estructuración del financiamiento, revisando el WACC de la Empresa.
Cumplir con las políticas, directivas, normas y  procedimientos establecidos por la empresa.","Experiencia laboral comprobada de 3 años como mínimo, desempeñando labores afines.
Conocimiento o experiencia relacionada a mercado de capitales y actividades bancarias.","Pro Active Development SAC - Consultora de Recursos Humanos (20513076071)",,"X",,,,,
"analista de presupuestos controlar la gestión de los negocios y realizar mediciones de cada operación elaborar presentaciones mensuales sobre los resultados de la corporación exponer y sustentar análisis a los vicepresidentes y directores corporativos formular los presupuestos corporativos y realizar seguimiento de la ejecución adecuada del presupuesto controlar los gastos de las operaciones brindando orientación y asesoramiento a las áreas consolidar los análisis realizados y plasmarlos en propuestas concretas así como presentar oportunidades de ahorros y mejoras en los procesos de negocio elaborar los kpi s indicadores financieros elaborar presentaciones con información de gestión abc herramienta de gestión experiencia mínima de 3 años en posiciones similares o indistinto pero con interés en este área en particular conocimientos de contabilidad de gestión manejo de sap r3 sistemas contables financieros y sistemas de planificación",2014,3,"symplicity","Analista de Presupuestos","Controlar la gestión de los negocios y realizar mediciones de cada operación.
Elaborar presentaciones mensuales sobre los resultados de la corporación.
Exponer y sustentar análisis a los vicepresidentes y directores corporativos.
Formular los Presupuestos Corporativos y realizar seguimiento de la ejecución adecuada del presupuesto.
Controlar los gastos de las operaciones , brindando orientación  y asesoramiento a las áreas.
Consolidar los análisis  realizados y plasmarlos en propuestas concretas así como presentar oportunidades de ahorros y mejoras en los  procesos de negocio.
Elaborar los KPI´s  (Indicadores Financieros).
Elaborar presentaciones con información de Gestión  (ABC – Herramienta  de Gestión).","Experiencia mínima de 3 años en posiciones similares o indistinto pero con interés en este área en particular.
Conocimientos de Contabilidad  de Gestión.
Manejo de  SAP R3, Sistemas Contables Financieros y Sistemas de Planificación.","BELCORP-CETCO(20100123763)",,"x",,,,"X",
"coordinador de planificación financiera mantener y actualizar periódicamente el modelo financiero realizar el análisis financiero de la compañía realizar seguimiento a la deuda de la compañía gestionar clasificación de riesgo análisis financiero de la competencia mínimo 3 años de experiencia en áreas de valoración de empresas análisis de modelos financieros análisis de inversiones y o control de gestión experiencia en el sector eléctrico o deseables en empresas de fondos de inversión bancos inversiones renta fija en área de controlling deseable maestría en finanzas",2016,12,"symplicity","Coordinador de Planificación Financiera","Mantener y actualizar periódicamente el modelo financiero.
Realizar el análisis financiero de la compañía.
Realizar seguimiento a la Deuda de la compañía.
Gestionar Clasificación de Riesgo.
Análisis Financiero de la competencia.","Mínimo 3 años de experiencia en áreas de Valoración de Empresas, análisis de Modelos Financieros, análisis de inversiones y/o control de gestión.
Experiencia en el sector eléctrico o deseables en empresas de: Fondos de inversión, Bancos (inversiones, renta fija), en Área de Controlling.
Deseable Maestría en Finanzas.","FENIX POWER PERU S.A. (20509514641)",,"x",,,,,
"practicante de lending en interbank nos encontramos en la búsqueda de un practicante de lending para nuestra división de negocios y productos globales las funciones de esta posición serán elaboración y automatización de reportes de saldos y líneas de nuestros productos coordinación para la elaboración de planes comerciales y presupuestos anuales modificación de macros automatización de procesos extracción y procesamiento de información del área coordinación con distintas áreas y con la banca para la elaboración de reportes experiencia mínima de 6 meses en funciones similares",2015,4,"symplicity","Practicante de Lending","En Interbank nos encontramos en la búsqueda de un Practicante de Lending para nuestra División de Negocios y Productos Globales. 
Las funciones de esta posición serán: Elaboración y automatización de reportes de saldos y líneas de nuestros productos. Coordinación para la elaboración de planes comerciales y presupuestos anuales. Modificación de macros. Automatización de procesos.  Extracción y procesamiento de información del área. Coordinación con distintas áreas y con la banca para la elaboración de reportes.","Experiencia mínima de 6 meses en funciones similares.","Banco Internacional del Perú-INTERBANK (20100053455)",,,,,,"X",
"ejecutivo comercial grandes clientes identificar buscar oportunidades de negocio y atender los requerimientos referidos al suministro de gas natural a potenciales clientes industriales generadores eléctricos y estaciones de servicios de gnv de marca directa promocionar el incremento de la demanda de los clientes industriales generadores eléctricos y estaciones de servicio de gnv ya conectados suministrar información y colaborar en la elaboración del plan de ventas y conexiones del segmento de clientes industriales generadores eléctricos y estaciones de servicios de gnv ejecutar el plan de ventas mediante la aplicación de los procedimientos del proceso de ventas buscando maximizar el uso de las redes existentes y optimizar las inversiones de la compañía brindar asesoría a los potenciales clientes industriales generadores eléctricos y estaciones de servicios de gnv en temas comerciales coordinar principalmente con los departamentos de gerencia técnica la planificación de los trabajos requeridos investigar sobre nuevas tecnologías de utilidad para el mercado de clientes industriales generadores eléctricos y estaciones de servicios de gnv brindar atención directa de los requerimientos de los grandes clientes que sean derivados desde post venta evaluar técnica y económicamente las oportunidades y decisiones de negocio con clientes potenciales y existentes a solicitud de su jefe inmediato negociar los contratos y adendas de transporte y distribución con los consumidores iniciales e independientes manejo de microsoft office a nivel avanzado word excel y power point capacidad de leer e interpretar documentación y especificaciones de ingeniería conocimientos del idioma inglés a nivel intermedio deseable licencia de conducir a1 deseable experiencia superior a 4 años en gestión comercial realizando evaluación y gestión comercial de proyectos con grandes clientes de preferencia en el sector de energía o hidrocarburos y o con conocimientos de la normativa aplicable sólida experiencia en gestión comercial realizando evaluación y gestión comercial de proyectos con grandes clientes de preferencia en el sector de energía telecomunicaciones electricidad medio ambiente empresas que brinden soluciones estratégicas que involucren coordinación con el área técnica o de ingeniería de la propia organización experiencia comercial con trato hacia niveles gerenciales",2014,9,"symplicity","Ejecutivo Comercial - Grandes Clientes","•Identificar, buscar oportunidades de negocio y atender los requerimientos referidos al suministro de gas natural a potenciales clientes industriales, generadores eléctricos y estaciones de servicios de GNV de marca directa.
•Promocionar el incremento de la demanda de los clientes industriales, generadores eléctricos y Estaciones de Servicio de GNV ya conectados.
•Suministrar información y colaborar en la elaboración del Plan de Ventas y conexiones del segmento de clientes industriales, generadores eléctricos y estaciones de servicios de GNV.
•Ejecutar el Plan de Ventas, mediante la aplicación de los procedimientos del proceso de ventas, buscando maximizar el uso de las redes existentes y optimizar las inversiones de la compañía.
•Brindar asesoría a los potenciales clientes industriales, generadores eléctricos y estaciones de servicios de GNV en temas comerciales. 
•Coordinar principalmente con los departamentos de Gerencia Técnica, la planificación de los trabajos requeridos. 
•Investigar sobre nuevas tecnologías de utilidad para el mercado de clientes industriales, generadores eléctricos y estaciones de servicios de GNV.
•Brindar atención directa de los requerimientos de los Grandes Clientes que sean derivados desde post venta.
•Evaluar técnica y económicamente las oportunidades y decisiones de negocio con clientes potenciales y existentes
•A solicitud de su jefe inmediato, negociar los Contratos y Adendas de Transporte y Distribución con los Consumidores Iniciales e Independientes.","•Manejo de Microsoft Office a Nivel Avanzado (Word, Excel y Power Point). 
•Capacidad de leer e interpretar documentación y especificaciones de ingeniería.
•Conocimientos del Idioma  Inglés a Nivel Intermedio (deseable).
•Licencia de conducir A1 (deseable).
•Experiencia superior a 4 años en gestión comercial, realizando evaluación y gestión comercial de proyectos con grandes clientes, de preferencia en el sector de energía o hidrocarburos y/o con conocimientos de la normativa aplicable.
•Sólida experiencia en gestión comercial realizando evaluación y gestión comercial de proyectos con grandes clientes. 
•De preferencia en el sector de energía, telecomunicaciones, electricidad, medio ambiente (empresas que brinden soluciones estratégicas, que involucren coordinación con el área técnica o de ingeniería de la propia organización).
•Experiencia comercial con trato hacia niveles gerenciales.","Holistic Consultoria Integral S.A.C (20501490564)",,,,,,"X",
"coordinador de mercado postpago 1 velar por el cumplimiento del share de venta bruta a través del seguimiento a los principales indicadores de gestión del negocio y de la industria y el apoyo en la creación y seguimiento de la ejecución de estrategias de captura 2 evaluar y coordinar políticas de riesgo de acuerdo a objetivos estratégicos de captura y desactivación 3 velar por el control y reducción del nivel de desactivaciones churn a través de acciones comerciales y cambios en reglas de negocio 4 identificar oportunidades en el mercado a través del seguimiento de la competencia e industria con el fin de direccionar la estrategia de planes tarifas promociones y terminales 5 constante coordinación con los canales de venta de la gerencia de personas para brindar visibilidad sobre los objetivos y seguimiento a iniciativas estratégicas planteadas por periodos específicos 6 coordinación con trade marketing para la planificación y aprobación de campañas de marketing según lineamientos establecidos mínimo 4 años en puestos similares conocimientos requeridos análisis estratégico manejo de bases de datos negociación a todo nivel planificación y seguimiento de lanzamientos de nuevos productos y servicios",2014,5,"symplicity","Coordinador de Mercado Postpago","1.Velar por el cumplimiento del share de venta bruta a través del seguimiento a los principales indicadores de gestión del negocio y de la industria, y el apoyo en la creación y seguimiento de la ejecución de estrategias de captura.
2.Evaluar y coordinar políticas de riesgo de acuerdo a objetivos estratégicos de captura y desactivación. 
3.Velar por el control y reducción del nivel de desactivaciones (churn) a través de acciones comerciales y cambios en reglas de negocio. 
4.Identificar oportunidades en el mercado a través del seguimiento de la Competencia e Industria con el fin de direccionar la estrategia de planes, tarifas, promociones y terminales.
5.Constante coordinación con los canales de venta de la gerencia de Personas para brindar visibilidad sobre los objetivos y seguimiento a iniciativas estratégicas planteadas por periodos específicos.
6.Coordinación con Trade Marketing para la planificación y aprobación de campañas de marketing según lineamientos establecidos.","- Mínimo 4 años en puestos similares.
- Conocimientos requeridos: Análisis estratégico, manejo de bases de datos, negociación a todo nivel, planificación y seguimiento de lanzamientos de nuevos productos y servicios.","ENTEL PERU S.A.  (20106897914)",,,,,,"X",
"analista de planeamiento comercial elaborar los análisis de la eficiencia y eficacia del modelo comercial para generar aprendizajes e implementar planes de mejora de los procesos involucrados planificar reuniones de refuerzo y entrenamiento en el modelo comercial elaborar análisis ad hoc de acuerdo a necesidad que faciliten la toma de decisiones respecto del modelo comercial realizar las capacitaciones del modelo comercial al callcenter al nuevo personal de ventas y administrativo elaboración de análisis de resultados de modelo comercial por ciclo de venta preparación mensual de indicadores de resultados bsc del área preparación de indicadores de resultados latam ciclal garantizar la correcta comunicación del modelo comercial por diferentes canales consultoría intranet folletos etc a la fuerza de ventas y stakeholders 2 años en áreas comerciales y gestión de proyectos comerciales interdisciplinario cursos bsc deseable proyectos indispensable ó gestión comercial deseable",2016,8,"symplicity","Analista de Planeamiento Comercial","• Elaborar los análisis de la eficiencia y eficacia del modelo comercial, para generar aprendizajes e implementar planes de mejora de los procesos involucrados.

• Planificar reuniones de refuerzo y entrenamiento en el Modelo Comercial.

• Elaborar análisis ad hoc de acuerdo a necesidad que faciliten la toma de decisiones respecto del modelo comercial.

• Realizar las capacitaciones del Modelo comercial al callcenter, al nuevo personal de ventas y administrativo.

• Elaboración de análisis  de Resultados de modelo comercial por ciclo de venta.

• Preparación mensual de indicadores de resultados BSC del área.

• Preparación de indicadores de resultados Latam (ciclal)

• Garantizar la correcta comunicación del Modelo comercial por diferentes canales (Consultoría, Intranet, Folletos, etc.) a la fuerza de ventas y stakeholders."," 2 años en áreas comerciales y gestión de proyectos comerciales interdisciplinario.
Cursos: BSC(deseable), Proyectos (indispensable) ó gestión comercial (deseable).","Natura Cosméticos S.A (20101796532)",,,,,,"X",
"analista planeamiento comercial senior diseñar y desarrollar reportes estructuras contenido cálculos y dimensiones identificar y conseguir nuevas fuentes de información automatizar la producción de reportes documentar los procesos procedimientos e información referente a las bases de datos y los sistemas de información así como dar mantenimiento a la información y procesos actuales establecidos hacer seguimiento de profit plan variaciones de colocaciones colocaciones vencidas pipeline y visitas hacer seguimiento de la rentabilidad evolución histórica por banca zonal fdc producto rentabilidad por cliente producto evolución histórica negocios por cliente producto evolución histórica participación de mercado sow vista comparativa de periodos bancos productos hacer seguimiento de cumplimiento de metas por funcionarios realizar reportes analíticos de resultados del portafolio así como reportes consolidados del budget elaborar ppt para las distintas presentaciones de la vp de banca empresa así como reportes y estadísticas para atender necesidades especificas de información y atención de reportes específicos para diversas áreas y casa matriz administrar y coordinar el establecimiento de metas por funcionario así como administrar coordinar y mantener el proceso de cambios de portafolio actualización de relaciones y estrategias planificación de visitas gestionar con sistemas los cambios para impactar en el sistema de gestión comercial y resegmentación de portafolio diseñar y desarrollar el modelo de información de la división empresarial participar en los diseños y desarrollos de las soluciones informáticas de la banca empresa sistemas de gestión e información bachiller universitario de las carreras de administración economía contabilidad o afines con sólidos conocimientos en informática experiencia mínima de tres años en posiciones similares deseable manejo de plataforma bt sistema de gestión comercial isysnet visio publisher web sql server visual vba business intelligence data mark data warehouse o conexiones de red odbc manejo a nivel avanzado de ms office y ms proyect indispensable dominio a nivel avanzado del idioma inglés",2013,2,"symplicity","Analista Planeamiento Comercial Senior","Diseñar y desarrollar reportes: estructuras, contenido, cálculos y dimensiones.

Identificar y conseguir nuevas fuentes de información.

Automatizar la producción de reportes, documentar los procesos, procedimientos e información referente a las bases de datos y los sistemas de información, así como dar mantenimiento a la información y procesos actuales establecidos.

Hacer seguimiento de Profit Plan; Variaciones de Colocaciones; Colocaciones Vencidas; Pipeline y Visitas.

Hacer seguimiento de la rentabilidad, evolución histórica por Banca / zonal / fdc / producto; Rentabilidad por cliente/producto evolución histórica; Negocios por cliente/producto evolución histórica; Participación de mercado SOW vista comparativa de periodos, Bancos / productos.

Hacer seguimiento de cumplimiento de metas por funcionarios.

Realizar reportes analíticos de resultados del portafolio, así como reportes consolidados del Budget.

Elaborar PPT para las distintas presentaciones de la VP de Banca Empresa, así como reportes y estadísticas para atender necesidades especificas de información, y atención de reportes específicos para diversas áreas y Casa Matriz.

Administrar y coordinar el establecimiento de metas por Funcionario, así como administrar, coordinar y mantener el proceso de cambios de portafolio.

Actualización de Relaciones y Estrategias; Planificación de visitas; Gestionar con sistemas los cambios para impactar en el sistema de gestión comercial y Resegmentación de portafolio.

Diseñar y desarrollar el modelo de información de la División Empresarial.

Participar en los diseños y desarrollos de las soluciones informáticas de la Banca Empresa (sistemas de gestión e información).","Bachiller universitario de las carreras de Administración, Economía, Contabilidad o afines. Con sólidos conocimientos en informática.

Experiencia mínima de tres años en posiciones similares.

Deseable manejo de Plataforma BT, Sistema de Gestión Comercial, IsysNet, Visio, Publisher, Web, SQL Server, Visual VBA, Business Intelligence, Data Mark, Data Warehouse o Conexiones de red ODBC.

Manejo a nivel avanzado de MS Office y MS. Proyect

Indispensable dominio a nivel avanzado del idioma inglés.","Scotiabank SAA (20100043140)",,"X",,,"X",,
"ejecutivo comercial bancario planificar su trabajo en función a las metas comerciales del mes asignadas por el banco entrevistas llamadas y citas con el cliente potencial asignado por leads a través de marketing 90 trabajo en campo y 10 en oficina planificar la mejor propuesta de venta a la medida del cliente a partir del conocimiento de su perfil su situación financiera y del entorno económico para así asesorarlos en función a los productos que necesita realizar la venta de productos de ahorro e inversión brindando el soporte operativo y seguimiento a las operaciones y transacciones de sus clientes aperturas depósitos suscripciones fondos mutuos asegurando que complete el proceso bancario participar en las actividades planificadas del equipo a fin de ganar eficiencia y compartir mejores prácticas buscando su propia actualización financiera económica mínimo 1 año de experiencia en venta de seguros rentas vitalicias productos pasivos u otros intangibles deseable 2 años de experiencia en el área comercial de empresas del rubro bancario financiero o seguros",2014,2,"symplicity","Ejecutivo Comercial Bancario","-Planificar su trabajo en función a las metas comerciales del mes asignadas por el Banco.
-Entrevistas, llamadas y citas con el cliente potencial asignado por Leads a través de marketing (90% trabajo en campo y 10% en oficina).
-Planificar la mejor propuesta de venta a la medida del cliente, a partir del conocimiento de su perfil, su situación financiera y del entorno económico, para así asesorarlos en función a los productos que necesita.
-Realizar la venta de productos de Ahorro e Inversión, brindando el soporte operativo y seguimiento a las operaciones y transacciones de sus clientes (aperturas, depósitos, suscripciones, fondos mutuos), asegurando que complete el proceso bancario.
-Participar en las actividades planificadas del equipo a fin de ganar eficiencia y compartir mejores prácticas, buscando su propia actualización financiera-económica.","-Mínimo 1 año de experiencia en venta de seguros, rentas vitalicias, productos pasivos u otros intangibles.
-Deseable 2 años de experiencia en el área comercial de empresas del rubro bancario, financiero o seguros.","Tegrat del Perú SAC - Consultora de Recursos Humanos (20383388890)",,,,,,"X",
"analista de desarrollo de proyectos realizar las actividades de investigación análisis desarrollo e implementación de nuevos productos y servicios relacionados al mercado de valores asimismo atender requerimientos de información sobre el mercado y atender los diversos requerimientos de información e investigación de instituciones internacionales conocimiento en finanzas y mercados de capitales conocimiento de microsoft project",2014,8,"symplicity","Analista de Desarrollo de Proyectos","Realizar las actividades de investigación, análisis, desarrollo e implementación de nuevos productos y servicios relacionados al mercado de valores. Asimismo, atender requerimientos de información sobre el mercado y atender los diversos requerimientos de información e investigación de instituciones internacionales.","Conocimiento en Finanzas y mercados de capitales.
Conocimiento de Microsoft Project.","Bolsa de Valores de Lima S.A. (20100055661)",,"x",,,"X",,
